sample_id,obs_id,strain_id,count
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_078,str_078,991
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_078,str_078,1060
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_078,str_078,1061
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_078,str_078,989
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_078,str_078,928
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_079,str_079,743
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_079,str_079,788
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_079,str_079,832
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_079,str_079,735
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_079,str_079,902
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_079,str_079,839
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_079,str_079,664
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_079,str_079,819
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_079,str_079,750
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_079,str_079,799
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_079,str_079,884
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_079,str_079,959
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_079,str_079,703
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_079,str_079,863
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_079,str_079,784
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_079,str_079,880
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_079,str_079,810
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_079,str_079,852
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_080,str_080,989
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_080,str_080,1087
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_080,str_080,1153
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_080,str_080,1140
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_080,str_080,1169
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_080,str_080,1104
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_080,str_080,1015
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_080,str_080,1078
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_080,str_080,1276
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_080,str_080,1162
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_080,str_080,1175
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_080,str_080,1247
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_080,str_080,1090
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_080,str_080,984
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_080,str_080,1223
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_080,str_080,1185
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_080,str_080,1206
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_080,str_080,1183
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_081,str_081,790
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_081,str_081,639
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_081,str_081,638
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_081,str_081,676
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_081,str_081,657
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_081,str_081,636
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_081,str_081,670
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_081,str_081,678
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_081,str_081,618
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_081,str_081,670
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_081,str_081,656
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_081,str_081,623
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_081,str_081,698
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_081,str_081,746
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_081,str_081,722
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_081,str_081,629
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_081,str_081,658
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_081,str_081,684
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_082,str_082,898
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_082,str_082,963
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_082,str_082,941
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_082,str_082,887
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_082,str_082,971
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_082,str_082,970
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_082,str_082,789
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_082,str_082,849
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_082,str_082,957
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_082,str_082,954
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_082,str_082,1057
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_082,str_082,965
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_082,str_082,751
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_082,str_082,771
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_082,str_082,984
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_082,str_082,972
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_082,str_082,1090
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_082,str_082,978
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_083,str_083,1132
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_083,str_083,921
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_083,str_083,667
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_083,str_083,607
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_083,str_083,479
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_083,str_083,495
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_083,str_083,1168
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_083,str_083,823
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_083,str_083,566
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_083,str_083,594
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_083,str_083,515
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_083,str_083,373
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_083,str_083,931
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_083,str_083,839
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_083,str_083,613
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_083,str_083,536
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_083,str_083,528
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_083,str_083,429
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_084,str_084,1077
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_084,str_084,660
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_084,str_084,407
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_084,str_084,332
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_084,str_084,232
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_084,str_084,203
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_084,str_084,985
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_084,str_084,706
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_084,str_084,442
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_084,str_084,309
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_084,str_084,213
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_084,str_084,175
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_084,str_084,1079
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_084,str_084,807
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_084,str_084,449
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_084,str_084,333
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_084,str_084,247
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_084,str_084,202
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_085,str_085,1330
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_085,str_085,979
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_085,str_085,676
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_085,str_085,562
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_085,str_085,462
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_085,str_085,411
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_085,str_085,1328
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_085,str_085,1134
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_085,str_085,704
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_085,str_085,472
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_085,str_085,519
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_085,str_085,389
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_085,str_085,1466
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_085,str_085,1031
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_085,str_085,674
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_085,str_085,585
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_085,str_085,500
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_085,str_085,376
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_086,str_086,1079
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_086,str_086,1218
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_086,str_086,1089
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_086,str_086,1213
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_086,str_086,1248
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_086,str_086,1252
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_086,str_086,1133
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_086,str_086,1057
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_086,str_086,1140
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_086,str_086,1154
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_086,str_086,1386
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_086,str_086,1234
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_086,str_086,976
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_086,str_086,1055
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_086,str_086,1106
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_086,str_086,1313
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_086,str_086,1232
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_086,str_086,1213
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_087,str_087,770
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_087,str_087,741
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_087,str_087,700
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_087,str_087,609
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_087,str_087,680
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_087,str_087,732
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_087,str_087,520
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_087,str_087,753
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_087,str_087,770
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_087,str_087,768
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_087,str_087,667
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_087,str_087,673
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_087,str_087,806
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_087,str_087,737
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_087,str_087,685
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_087,str_087,641
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_087,str_087,693
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_087,str_087,630
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_088,str_088,1034
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_088,str_088,813
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_088,str_088,685
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_088,str_088,543
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_088,str_088,505
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_088,str_088,494
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_088,str_088,1104
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_088,str_088,768
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_088,str_088,692
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_088,str_088,680
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_088,str_088,442
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_088,str_088,449
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_088,str_088,1089
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_088,str_088,807
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_088,str_088,604
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_088,str_088,640
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_088,str_088,438
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_088,str_088,493
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_089,str_089,1008
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_089,str_089,1087
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_089,str_089,932
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_089,str_089,927
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_089,str_089,863
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_089,str_089,962
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_089,str_089,828
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_089,str_089,1152
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_089,str_089,1002
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_089,str_089,889
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_089,str_089,932
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_089,str_089,888
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_089,str_089,825
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_089,str_089,1044
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_089,str_089,874
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_089,str_089,991
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_089,str_089,1007
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_089,str_089,955
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_090,str_090,2037
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_090,str_090,1394
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_090,str_090,1250
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_090,str_090,1000
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_090,str_090,865
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_090,str_090,788
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_090,str_090,2179
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_090,str_090,1331
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_090,str_090,1247
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_090,str_090,942
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_090,str_090,877
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_090,str_090,685
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_090,str_090,1819
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_090,str_090,1585
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_090,str_090,1224
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_090,str_090,972
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_090,str_090,748
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_090,str_090,844
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_091,str_091,615
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_091,str_091,784
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_091,str_091,879
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_091,str_091,821
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_091,str_091,758
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_091,str_091,914
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_091,str_091,664
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_091,str_091,948
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_091,str_091,831
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_091,str_091,805
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_091,str_091,865
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_091,str_091,790
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_091,str_091,757
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_091,str_091,856
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_091,str_091,816
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_091,str_091,865
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_091,str_091,831
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_091,str_091,843
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_092,str_092,836
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_092,str_092,776
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_092,str_092,643
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_092,str_092,620
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_092,str_092,659
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_092,str_092,699
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_092,str_092,603
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_092,str_092,709
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_092,str_092,611
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_092,str_092,649
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_092,str_092,612
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_092,str_092,655
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_092,str_092,590
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_092,str_092,705
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_092,str_092,727
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_092,str_092,744
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_092,str_092,703
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_092,str_092,654
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_093,str_093,741
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_093,str_093,703
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_093,str_093,812
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_093,str_093,717
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_093,str_093,664
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_093,str_093,640
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_093,str_093,907
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_093,str_093,852
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_093,str_093,677
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_093,str_093,622
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_093,str_093,647
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_093,str_093,621
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_093,str_093,903
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_093,str_093,790
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_093,str_093,781
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_093,str_093,687
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_093,str_093,661
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_093,str_093,614
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_094,str_094,1178
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_094,str_094,1066
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_094,str_094,1096
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_094,str_094,1026
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_094,str_094,873
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_094,str_094,761
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_094,str_094,1329
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_094,str_094,1099
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_094,str_094,875
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_094,str_094,962
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_094,str_094,912
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_094,str_094,872
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_094,str_094,1342
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_094,str_094,1053
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_094,str_094,1032
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_094,str_094,932
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_094,str_094,823
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_094,str_094,838
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_095,str_095,920
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_095,str_095,850
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_095,str_095,873
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_095,str_095,889
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_095,str_095,901
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_095,str_095,930
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_095,str_095,755
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_095,str_095,942
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_095,str_095,1055
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_095,str_095,974
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_095,str_095,1060
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_095,str_095,829
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_095,str_095,927
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_095,str_095,1018
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_095,str_095,878
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_095,str_095,960
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_095,str_095,1026
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_095,str_095,913
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_096,str_096,606
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_096,str_096,576
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_096,str_096,599
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_096,str_096,605
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_096,str_096,461
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_096,str_096,464
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_096,str_096,664
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_096,str_096,686
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_096,str_096,619
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_096,str_096,611
dose_2-rep_1-t_4,dose_2-rep_1-t_4-strain_str_096,str_096,525
dose_2-rep_1-t_5,dose_2-rep_1-t_5-strain_str_096,str_096,497
dose_2-rep_2-t_0,dose_2-rep_2-t_0-strain_str_096,str_096,699
dose_2-rep_2-t_1,dose_2-rep_2-t_1-strain_str_096,str_096,696
dose_2-rep_2-t_2,dose_2-rep_2-t_2-strain_str_096,str_096,585
dose_2-rep_2-t_3,dose_2-rep_2-t_3-strain_str_096,str_096,495
dose_2-rep_2-t_4,dose_2-rep_2-t_4-strain_str_096,str_096,548
dose_2-rep_2-t_5,dose_2-rep_2-t_5-strain_str_096,str_096,429
dose_2-rep_0-t_0,dose_2-rep_0-t_0-strain_str_097,str_097,1652
dose_2-rep_0-t_1,dose_2-rep_0-t_1-strain_str_097,str_097,1020
dose_2-rep_0-t_2,dose_2-rep_0-t_2-strain_str_097,str_097,755
dose_2-rep_0-t_3,dose_2-rep_0-t_3-strain_str_097,str_097,629
dose_2-rep_0-t_4,dose_2-rep_0-t_4-strain_str_097,str_097,443
dose_2-rep_0-t_5,dose_2-rep_0-t_5-strain_str_097,str_097,466
dose_2-rep_1-t_0,dose_2-rep_1-t_0-strain_str_097,str_097,1559
dose_2-rep_1-t_1,dose_2-rep_1-t_1-strain_str_097,str_097,1075
dose_2-rep_1-t_2,dose_2-rep_1-t_2-strain_str_097,str_097,854
dose_2-rep_1-t_3,dose_2-rep_1-t_3-strain_str_097,str_097,602
